Genome	SkewI	Kingdom	K_TID	Phylum	P_TID	Class	C_TID	Order	O_TID	Family	F_TId	Genus	G_TID	Species	S_TID
"NZ_CP019458.1 Streptomyces autolyticus strain CGMCC0516, complete genome"	0.137600573	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_autolyticus	75293
"NZ_CP011968.1 Clostridioides difficile ATCC 9689 = DSM 1296 chromosome, complete genome"	0.983042038	k__Bacteria	2	p__Firmicutes	1239	c__Clostridia	186801	o__Clostridiales	186802	f__Peptostreptococcaceae	186804	g__Clostridioides	1870884	s__Clostridioides_difficile	1496
"NZ_CP029192.1 Streptomyces venezuelae strain ATCC 14584 chromosome, complete genome"	0.143143462	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_venezuelae	54571
"NC_003155.5 Streptomyces avermitilis MA-4680 = NBRC 14893 DNA, complete genome"	0.144034618	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_avermitilis	33903
"NZ_CP023202.1 Streptomyces xinghaiensis S187 chromosome, complete genome"	0.1457013	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_xinghaiensis	1038928
"NZ_CP045643.1 Streptomyces sp. QMT-28 chromosome, complete genome"	0.146390956	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._QMT-28	2662397
"NC_017268.1 Treponema pallidum subsp. pallidum str. Chicago, complete genome"	0.983076168	k__Bacteria	2	p__Spirochaetes	203691	c__Spirochaetia	203692	o__Spirochaetales	136	f__Spirochaetaceae	137	g__Treponema	157	s__Treponema_pallidum_subsp._pallidum	161
"NZ_CP013220.1 Streptomyces hygroscopicus subsp. limoneus strain KCTC 1717 chromosome II, complete sequence"	0.148155517	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_hygroscopicus_subsp._limoneus	264445
"NZ_CP022685.1 Streptomyces formicae strain KY5 chromosome, complete genome"	0.151895458	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_formicae	1616117
"NC_016026.1 Micavibrio aeruginosavorus ARL-13, complete genome"	0.983084896	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	-	-	-	-	g__Micavibrio	213485	s__Micavibrio_aeruginosavorus	349221
"NZ_CP021080.1 Streptomyces pluripotens strain MUSC 135 chromosome, complete genome"	0.152462369	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_pluripotens	1355015
"NZ_CP015588.1 Streptomyces alfalfae strain ACCC40021 chromosome, complete genome"	0.153028096	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_alfalfae	1642299
"NZ_CP015411.1 Pseudoalteromonas luteoviolacea strain S4054249 chromosome 1, complete sequence"	0.983094246	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Alteromonadales	135622	f__Pseudoalteromonadaceae	267888	g__Pseudoalteromonas	53246	s__Pseudoalteromonas_luteoviolacea	43657
"NZ_CP042390.1 Leuconostoc lactis strain CBA3626 chromosome, complete genome"	0.983103468	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Leuconostocaceae	81850	g__Leuconostoc	1243	s__Leuconostoc_lactis	1246
"NZ_CP023699.1 Streptomyces kanamyceticus strain ATCC 12853 chromosome, complete genome"	0.153938806	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_kanamyceticus	1967
"NZ_CP032266.1 Streptomyces fradiae strain NKZ-259 chromosome, complete genome"	0.15591246	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_fradiae	1906
"NZ_CP030771.1 Streptomyces sp. YIM 121038 chromosome, complete genome"	0.161886507	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._YIM_121038	2136401
"NZ_CP029541.1 Streptomyces sp. NEAU-S7GS2 chromosome, complete genome"	0.168021313	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._NEAU-S7GS2	2202000
"NZ_CP023690.1 Streptomyces spectabilis strain ATCC 27465 chromosome, complete genome"	0.173342741	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_spectabilis	68270
"NZ_CP028369.1 Streptomyces sp. P3 chromosome, complete genome"	0.182704557	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._P3	2135430
"NZ_CP003679.1 Treponema pallidum subsp. pallidum str. Sea 81-4, complete genome"	0.983143478	k__Bacteria	2	p__Spirochaetes	203691	c__Spirochaetia	203692	o__Spirochaetales	136	f__Spirochaetaceae	137	g__Treponema	157	s__Treponema_pallidum_subsp._pallidum	161
"NZ_CP016825.1 Streptomyces albus strain BK3-25, complete genome"	0.182946718	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_albus	1888
"NZ_CP025545.1 Brevibacillus laterosporus strain ZQ2 chromosome, complete genome"	0.98317088	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Paenibacillaceae	186822	g__Brevibacillus	55080	s__Brevibacillus_laterosporus	1465
"NZ_CP023691.1 Streptomyces platensis strain ATCC 23948 chromosome, complete genome"	0.183507564	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_platensis	58346
"NZ_CP023747.1 Streptomyces nodosus strain ATCC 14899 chromosome, complete genome"	0.185266501	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_nodosus	40318
"NZ_CP045096.1 Streptomyces sp. GY16 chromosome, complete genome"	0.187818748	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._GY16	2653200
"NZ_CP029617.1 Streptomyces sp. WAC 01529 chromosome, complete genome"	0.188623101	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._WAC_01529	2203205
"NZ_CP021748.1 Streptomyces alboflavus strain MDJK44, complete genome"	0.189141707	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_alboflavus	67267
"NZ_CP040916.1 Streptomyces spectabilis strain NRRL 2792 chromosome, complete genome"	0.189360765	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_spectabilis	68270
"NZ_CP029042.1 Streptomyces lydicus strain WYEC 108 chromosome, complete genome"	0.192862636	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_lydicus	47763
"NZ_CP022358.1 Shewanella bicestrii strain JAB-1 chromosome, complete genome"	0.983211047	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Alteromonadales	135622	f__Shewanellaceae	267890	g__Shewanella	22	s__Shewanella_bicestrii	2018305
"NZ_CP025407.1 Streptomyces sp. CMB-StM0423 chromosome, complete genome"	0.204249434	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._CMB-StM0423	2059884
"NZ_CP034539.1 Streptomyces sp. MK-45 strain MK45 chromosome, complete genome"	0.207920906	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._MK-45	2496836
"NZ_CP029618.1 Streptomyces sp. WAC 06738 chromosome, complete genome"	0.211423221	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._WAC_06738	2203210
"NZ_CP029254.1 Streptomyces spongiicola strain HNM0071 chromosome, complete genome"	0.21168687	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_spongiicola	1690221
"NZ_CP022744.1 Streptomyces lincolnensis strain LC-G chromosome, complete genome"	0.214429035	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_lincolnensis	1915
"NZ_CP016032.1 Serratia marcescens strain U36365, complete genome"	0.983248489	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Yersiniaceae	1903411	g__Serratia	613	s__Serratia_marcescens	615
"NZ_CP026304.1 Streptomyces lunaelactis strain MM109 chromosome, complete genome"	0.219149367	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_lunaelactis	1535768
"NZ_CP012685.1 Serratia marcescens strain SmUNAM836, complete genome"	0.983287379	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Yersiniaceae	1903411	g__Serratia	613	s__Serratia_marcescens	615
"NZ_CP033581.1 Streptomyces sp. ADI95-16 chromosome, complete genome"	0.219941349	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._ADI95-16	1522758
"NZ_CP029191.1 Streptomyces venezuelae strain ATCC 14585 chromosome, complete genome"	0.223653772	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_venezuelae	54571
"NZ_CP010519.1 Streptomyces albus strain DSM 41398, complete genome"	0.22421875	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_albus	1888
"NZ_CP014606.1 Endosymbiont 'TC1' of Trimyema compressum, complete genome"	0.983325696	k__Bacteria	2	p__Firmicutes	1239	-	-	-	-	-	-	-	-	s__endosymbiont_'TC1'_of_Trimyema_compressum	243899
"NZ_CP018058.1 Geobacillus thermocatenulatus strain KCTC 3921 chromosome, complete genome"	0.98336352	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Bacillaceae	186817	g__Geobacillus	129337	s__Geobacillus_thermocatenulatus	33938
"NZ_CP029193.1 Streptomyces venezuelae strain ATCC 14583 chromosome, complete genome"	0.224481336	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_venezuelae	54571
"NZ_CP023695.1 Streptomyces alboniger strain ATCC 12461 chromosome, complete genome"	0.226051535	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_alboniger	132473
"NZ_CP033071.1 Streptomyces albus strain ZD11 chromosome, complete genome"	0.230842174	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_albus	1888
"NC_022244.1 Streptococcus anginosus C1051, complete genome"	0.983414814	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Streptococcaceae	1300	g__Streptococcus	1301	s__Streptococcus_anginosus	1328
"NZ_CP045178.1 Streptomyces tsukubensis strain AT3 chromosome, complete genome"	0.234468929	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_tsukubensis	83656
"NZ_CP016438.1 Streptomyces lincolnensis strain NRRL 2936, complete genome"	0.238393946	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_lincolnensis	1915
"NZ_CP027306.1 Streptomyces atratus strain SCSIO_ZH16 chromosome, complete genome"	0.24063175	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_atratus	1893
"NZ_CP007699.2 Streptomyces lydicus strain A02 chromosome, complete genome"	0.240665638	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_lydicus	47763
"NZ_CP003987.1 Streptomyces sp. 769, complete genome"	0.245525739	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._769	1262452
"NZ_CP031194.1 Streptomyces sp. GSSD-12 chromosome, complete genome"	0.246012585	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._GSSD-12	2282738
"NZ_CP019457.1 Streptomyces lydicus strain GS93 isolate 23 chromosome, complete genome"	0.247477339	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_lydicus	47763
"NZ_CP012480.1 Streptococcus agalactiae strain NGBS128, complete genome"	0.983521673	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Streptococcaceae	1300	g__Streptococcus	1301	s__Streptococcus_agalactiae	1311
"NZ_CP041732.1 Alcaligenaceae bacterium SJ-26 chromosome, complete genome"	0.983523691	k__Bacteria	2	p__Proteobacteria	1224	c__Betaproteobacteria	28216	o__Burkholderiales	80840	f__Alcaligenaceae	506	-	-	s__Alcaligenaceae_bacterium_SJ-26	2593958
NC_013929.1 Streptomyces scabiei 87.22 complete genome	0.252249181	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_scabiei	1930
"NZ_CP033214.1 Clostridioides difficile strain 12038 chromosome, complete genome"	0.983530294	k__Bacteria	2	p__Firmicutes	1239	c__Clostridia	186801	o__Clostridiales	186802	f__Peptostreptococcaceae	186804	g__Clostridioides	1870884	s__Clostridioides_difficile	1496
"NZ_CP020569.1 Streptomyces gilvosporeus strain F607, complete genome"	0.254647974	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_gilvosporeus	553510
"NZ_CP034463.1 Streptomyces sp. GGCR-6 chromosome, complete genome"	0.255917195	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._GGCR-6	2548456
"NZ_AP012332.1 Gardnerella vaginalis ATCC 14018 = JCM 11026 DNA, complete genome"	0.983563691	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Bifidobacteriales	85004	f__Bifidobacteriaceae	31953	g__Gardnerella	2701	s__Gardnerella_vaginalis	2702
"NZ_CP031969.1 Streptomyces sp. CC0208 chromosome, complete genome"	0.257508271	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._CC0208	2306165
"NZ_CP030073.1 Streptomyces sp. ZFG47 chromosome, complete genome"	0.258917245	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_sp._ZFG47	2184053
"NZ_CP022438.1 Streptomyces peucetius subsp. caesius ATCC 27952 chromosome, complete genome"	0.259250959	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_peucetius_subsp._caesius	55158
"NZ_CP017157.1 Streptomyces lydicus strain 103 chromosome, complete genome"	0.260932429	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_lydicus	47763
"NC_014644.1 Gardnerella vaginalis ATCC 14019 chromosome, complete genome"	0.983596725	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Bifidobacteriales	85004	f__Bifidobacteriaceae	31953	g__Gardnerella	2701	s__Gardnerella_vaginalis	2702
"NZ_CP011533.1 Streptomyces noursei ATCC 11455, complete genome"	0.262839292	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_noursei	1971
"NZ_CP040368.1 Enterococcus faecium strain VB3240 chromosome, complete genome"	0.983612166	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Enterococcaceae	81852	g__Enterococcus	1350	s__Enterococcus_faecium	1352
"NZ_CP032427.1 Streptomyces griseorubiginosus strain 3E-1 chromosome, complete genome"	0.269123031	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_griseorubiginosus	67304
"NZ_CP016279.1 Streptomyces griseochromogenes strain ATCC 14511, complete genome"	0.271257634	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_griseochromogenes	68214
"NZ_CP023692.1 Streptomyces vinaceus strain ATCC 27476 chromosome, complete genome"	0.27627517	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_vinaceus	1960
"NZ_CP032698.1 Streptomyces hundungensis strain BH38 chromosome, complete genome"	0.276419378	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_hundungensis	1077946
"NZ_CP014031.2 Hafnia paralvei strain FDAARGOS_158 chromosome, complete genome"	0.983668881	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Hafniaceae	1903412	g__Hafnia	568	s__Hafnia_paralvei	546367
"NZ_CP029189.1 Streptomyces venezuelae strain ATCC 21018 chromosome, complete genome"	0.281425879	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_venezuelae	54571
"NZ_CP007574.1 Streptomyces albulus strain NK660, complete genome"	0.286316191	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Streptomycetales	85011	f__Streptomycetaceae	2062	g__Streptomyces	1883	s__Streptomyces_albulus	68570
"NZ_CP033041.1 Enterococcus faecium strain JE1 chromosome, complete genome"	0.983686586	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Enterococcaceae	81852	g__Enterococcus	1350	s__Enterococcus_faecium	1352
"NC_022780.1 Pediococcus pentosaceus SL4, complete genome"	0.983713945	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Lactobacillaceae	33958	g__Pediococcus	1253	s__Pediococcus_pentosaceus	1255
"NZ_CP035492.1 Paenibacillus sp. FW100M-2 chromosome, complete genome"	0.983725491	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Paenibacillaceae	186822	g__Paenibacillus	44249	s__Paenibacillus_sp._FW100M-2	2509456
"NZ_CP012269.1 Pediococcus damnosus strain TMW 2.1532 chromosome, complete genome"	0.983732251	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Lactobacillaceae	33958	g__Pediococcus	1253	s__Pediococcus_damnosus	51663
